GEOIDFQ,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,"Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more"
1500000US271574904002,Block Group 2; Census Tract 4904; Wabasha County; Minnesota,563,54,7,5,12,10,0,10,15,13,7,5,12,9,10,8,15,7,22,10,44,18,52,15,73,26,64,23,70,27,61,22,99,21
1500000US271574904003,Block Group 3; Census Tract 4904; Wabasha County; Minnesota,463,56,11,11,24,19,9,11,5,4,31,22,4,6,2,2,6,6,41,26,34,15,21,9,80,43,61,21,39,15,62,18,33,16
1500000US271574904004,Block Group 4; Census Tract 4904; Wabasha County; Minnesota,374,45,23,18,10,9,16,8,25,13,13,9,2,2,4,6,5,4,8,7,30,13,33,11,61,25,50,19,32,13,36,13,26,10
1500000US271574905001,Block Group 1; Census Tract 4905; Wabasha County; Minnesota,317,37,6,6,11,10,13,9,5,4,11,8,8,9,15,15,7,6,4,5,24,12,43,20,40,11,39,15,20,11,36,16,35,18
1500000US271574905002,Block Group 2; Census Tract 4905; Wabasha County; Minnesota,368,45,23,18,8,8,2,3,14,14,6,6,18,12,13,10,9,6,9,11,33,15,35,18,53,16,34,14,26,13,33,18,52,17
1500000US271574905003,Block Group 3; Census Tract 4905; Wabasha County; Minnesota,614,76,20,15,3,3,8,8,10,7,20,19,14,9,6,5,0,10,16,11,37,17,79,26,93,32,65,19,87,26,97,34,59,23
1500000US271574906001,Block Group 1; Census Tract 4906; Wabasha County; Minnesota,564,99,4,8,0,10,0,10,0,10,12,17,6,10,65,58,5,8,7,12,42,32,50,37,115,49,67,49,49,23,87,44,55,50
1500000US271574906002,Block Group 2; Census Tract 4906; Wabasha County; Minnesota,793,112,31,31,82,73,26,30,26,39,0,10,51,42,8,12,12,18,3,5,100,58,71,45,65,40,105,65,25,25,118,47,70,44
1500000US271594801001,Block Group 1; Census Tract 4801; Wadena County; Minnesota,313,48,17,10,3,4,6,6,15,12,5,6,10,8,22,14,10,9,11,7,26,15,39,14,39,23,39,17,20,12,13,6,38,25
1500000US271594801002,Block Group 2; Census Tract 4801; Wadena County; Minnesota,427,67,15,8,14,8,19,14,19,9,4,4,9,6,10,7,32,18,37,31,41,24,29,19,56,25,53,17,43,35,16,10,30,14
1500000US271594801003,Block Group 3; Census Tract 4801; Wadena County; Minnesota,621,76,45,18,24,12,24,13,11,8,30,17,8,6,44,40,31,20,40,27,60,21,78,39,79,27,56,20,64,37,27,12,0,10
1500000US271594802001,Block Group 1; Census Tract 4802; Wadena County; Minnesota,352,54,16,10,5,6,10,8,11,8,6,5,10,11,39,32,7,7,9,7,28,12,41,17,33,15,56,18,29,11,36,23,16,11
1500000US271594802002,Block Group 2; Census Tract 4802; Wadena County; Minnesota,270,43,4,4,7,6,9,6,10,9,11,9,10,7,3,3,12,8,5,6,43,22,44,19,31,12,28,12,19,11,21,23,13,9
1500000US271594802003,Block Group 3; Census Tract 4802; Wadena County; Minnesota,328,61,37,35,36,25,18,15,2,3,9,14,10,16,16,16,3,4,20,19,28,21,8,6,27,18,37,20,37,21,19,18,21,18
1500000US271594802004,Block Group 4; Census Tract 4802; Wadena County; Minnesota,462,76,15,16,13,8,16,16,29,20,12,10,30,25,26,11,7,8,29,15,24,12,22,18,113,65,67,37,27,15,20,10,12,8
1500000US271594802005,Block Group 5; Census Tract 4802; Wadena County; Minnesota,409,67,43,24,25,22,31,19,16,10,10,6,27,20,44,28,34,16,0,10,23,11,52,24,47,24,20,15,18,9,14,7,5,5
1500000US271594802006,Block Group 6; Census Tract 4802; Wadena County; Minnesota,491,61,24,17,15,11,6,5,19,16,20,15,9,8,8,6,14,11,29,23,40,25,53,30,72,30,32,15,77,46,54,28,19,12
1500000US271594803001,Block Group 1; Census Tract 4803; Wadena County; Minnesota,399,116,47,62,0,10,36,38,4,5,21,28,3,5,39,54,2,4,2,3,64,61,3,4,71,50,33,36,2,3,67,84,5,6
1500000US271594803002,Block Group 2; Census Tract 4803; Wadena County; Minnesota,506,150,0,10,60,52,19,28,58,76,58,52,25,38,0,10,0,10,32,50,24,36,0,10,64,76,105,83,0,10,28,45,33,35
1500000US271594803003,Block Group 3; Census Tract 4803; Wadena County; Minnesota,241,64,12,12,2,4,3,4,4,5,12,18,12,12,4,5,16,14,10,8,28,22,29,32,45,24,19,16,26,22,14,12,5,6
1500000US271594803004,Block Group 4; Census Tract 4803; Wadena County; Minnesota,412,121,9,15,34,46,24,21,35,41,24,36,65,54,17,23,42,48,0,10,53,54,13,20,2,4,67,84,0,10,27,38,0,10
1500000US271594803005,Block Group 5; Census Tract 4803; Wadena County; Minnesota,505,158,14,22,0,10,18,29,0,10,16,24,13,21,38,46,0,10,18,29,36,41,186,111,70,67,96,79,0,10,0,10,0,10
1500000US271594803006,Block Group 6; Census Tract 4803; Wadena County; Minnesota,345,118,0,10,37,43,73,75,0,10,3,5,25,35,34,37,0,10,2,4,42,55,21,21,16,14,34,34,42,50,12,12,4,7
1500000US271617901001,Block Group 1; Census Tract 7901; Waseca County; Minnesota,505,68,8,7,6,8,23,30,14,12,11,9,3,4,17,13,12,8,18,13,17,10,49,20,73,26,81,29,39,15,64,16,70,30
1500000US271617901002,Block Group 2; Census Tract 7901; Waseca County; Minnesota,870,98,4,6,6,9,65,79,9,7,29,22,6,8,40,31,23,16,12,12,87,52,146,52,159,61,95,39,95,44,51,28,43,24
1500000US271617902001,Block Group 1; Census Tract 7902; Waseca County; Minnesota,314,39,2,3,8,5,4,4,10,8,13,11,7,6,13,9,8,7,14,9,12,8,23,10,54,19,42,22,53,24,37,16,14,8
1500000US271617902002,Block Group 2; Census Tract 7902; Waseca County; Minnesota,273,72,9,7,1,3,12,10,15,11,5,4,7,5,10,6,7,13,9,6,16,9,19,10,30,13,18,9,21,13,84,68,10,6
1500000US271617902003,Block Group 3; Census Tract 7902; Waseca County; Minnesota,469,59,13,12,6,7,26,14,9,7,29,16,11,8,14,14,10,7,62,35,26,16,52,32,77,20,35,12,57,25,32,14,10,10
1500000US271617903001,Block Group 1; Census Tract 7903; Waseca County; Minnesota,223,34,7,5,1,3,1,3,4,3,0,10,4,3,5,6,10,8,9,7,14,8,17,9,32,13,36,13,17,11,43,21,23,14
1500000US271617903002,Block Group 2; Census Tract 7903; Waseca County; Minnesota,232,38,13,9,2,3,0,10,17,10,6,5,16,9,1,2,6,5,7,7,11,6,21,16,24,11,16,7,19,9,52,21,21,16
1500000US271617903003,Block Group 3; Census Tract 7903; Waseca County; Minnesota,323,52,0,10,3,4,2,3,29,19,28,23,13,10,2,5,0,10,5,5,36,27,20,10,38,18,46,17,29,16,47,20,25,14
1500000US271617903004,Block Group 4; Census Tract 7903; Waseca County; Minnesota,510,93,0,10,71,46,9,9,17,12,48,56,19,21,9,10,20,18,9,7,16,11,37,26,64,19,73,26,13,8,69,40,36,14
1500000US271617904001,Block Group 1; Census Tract 7904; Waseca County; Minnesota,531,126,36,42,0,10,46,55,0,10,0,10,54,53,31,43,36,59,15,25,94,96,0,10,80,63,68,68,43,46,28,37,0,10
1500000US271617904002,Block Group 2; Census Tract 7904; Waseca County; Minnesota,357,116,0,10,0,10,56,73,0,10,0,10,0,10,0,10,48,60,14,24,47,52,0,10,33,41,30,28,29,29,74,68,26,31
1500000US271617904003,Block Group 3; Census Tract 7904; Waseca County; Minnesota,703,139,40,59,57,44,72,58,75,84,0,10,0,10,18,28,32,36,31,45,44,41,53,47,38,37,121,97,52,59,46,44,24,27
1500000US271617904004,Block Group 4; Census Tract 7904; Waseca County; Minnesota,730,163,0,10,59,75,18,29,0,10,49,62,42,49,5,8,21,32,17,30,74,59,87,74,191,104,56,49,0,10,111,84,0,10
1500000US271617905001,Block Group 1; Census Tract 7905; Waseca County; Minnesota,887,120,15,20,0,10,0,10,22,24,45,32,0,10,14,20,48,40,135,79,51,44,28,32,168,64,112,65,43,34,141,65,65,47
1500000US271617905002,Block Group 2; Census Tract 7905; Waseca County; Minnesota,550,112,88,68,17,25,0,10,49,41,23,26,9,14,54,44,51,49,26,38,8,15,75,61,57,37,29,33,43,40,21,24,0,10
1500000US271630701031,Block Group 1; Census Tract 701.03; Washington County; Minnesota,528,170,0,10,16,27,0,10,0,10,0,10,34,37,24,31,64,74,18,29,30,34,94,64,76,56,74,75,13,22,69,75,16,25
1500000US271630701032,Block Group 2; Census Tract 701.03; Washington County; Minnesota,368,194,0,10,50,77,41,43,19,34,0,10,18,30,0,10,125,153,0,10,0,10,14,23,48,47,17,27,36,41,0,10,0,10
1500000US271630701033,Block Group 3; Census Tract 701.03; Washington County; Minnesota,1216,231,30,36,0,10,0,10,27,33,64,61,199,164,0,10,26,38,24,37,70,63,232,142,248,140,130,116,53,45,102,115,11,19
1500000US271630701034,Block Group 4; Census Tract 701.03; Washington County; Minnesota,581,190,22,34,7,13,0,10,0,10,0,10,27,41,0,10,0,10,14,23,0,10,97,85,193,168,58,44,70,72,48,48,45,41
1500000US271630701041,Block Group 1; Census Tract 701.04; Washington County; Minnesota,514,135,7,11,0,10,7,11,0,10,16,17,0,10,6,11,23,20,22,21,18,19,103,100,62,50,53,39,70,65,34,31,93,55
1500000US271630701042,Block Group 2; Census Tract 701.04; Washington County; Minnesota,237,88,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,29,43,5,8,98,72,58,34,3,6,6,10,38,42
1500000US271630701043,Block Group 3; Census Tract 701.04; Washington County; Minnesota,534,192,35,35,45,33,9,15,37,40,0,10,93,140,54,41,38,55,8,12,97,107,28,34,68,56,10,15,6,11,6,13,0,10
1500000US271630701051,Block Group 1; Census Tract 701.05; Washington County; Minnesota,717,240,31,32,18,20,6,9,6,10,0,10,5,9,0,10,4,7,0,10,0,10,58,41,55,36,66,52,37,26,129,53,302,258
1500000US271630701052,Block Group 2; Census Tract 701.05; Washington County; Minnesota,714,157,0,10,11,17,12,19,21,25,0,10,11,16,9,14,0,10,0,10,10,15,24,18,98,48,130,69,32,31,139,118,217,106
1500000US271630701053,Block Group 3; Census Tract 701.05; Washington County; Minnesota,227,48,0,10,0,10,0,10,0,10,0,10,0,10,0,10,16,19,0,10,17,14,24,22,19,23,59,47,23,25,41,36,28,23
1500000US271630701071,Block Group 1; Census Tract 701.07; Washington County; Minnesota,642,146,25,29,10,15,0,10,0,10,0,10,44,36,0,10,73,109,12,17,10,15,36,37,72,42,104,76,79,54,85,49,92,44
1500000US271630701072,Block Group 2; Census Tract 701.07; Washington County; Minnesota,413,99,13,21,0,10,0,10,9,15,38,50,11,17,26,30,13,20,24,29,9,15,9,14,41,37,81,56,10,15,23,28,106,44
1500000US271630701073,Block Group 3; Census Tract 701.07; Washington County; Minnesota,288,86,19,22,0,10,0,10,0,10,0,10,29,34,24,30,0,10,0,10,10,15,14,21,66,56,8,13,36,47,62,40,20,23
1500000US271630701081,Block Group 1; Census Tract 701.08; Washington County; Minnesota,440,173,0,10,0,10,9,14,0,10,0,10,0,10,0,10,0,10,32,38,8,13,53,46,74,62,50,37,37,35,151,172,26,25
1500000US271630701082,Block Group 2; Census Tract 701.08; Washington County; Minnesota,615,87,0,10,8,12,0,10,0,10,0,10,8,14,0,10,0,10,37,55,0,10,85,48,77,51,106,58,49,37,103,57,142,59
1500000US271630701083,Block Group 3; Census Tract 701.08; Washington County; Minnesota,252,82,0,10,0,10,0,10,0,10,0,10,0,10,0,10,7,11,0,10,48,56,0,10,50,49,57,47,27,26,15,17,48,64
1500000US271630702041,Block Group 1; Census Tract 702.04; Washington County; Minnesota,435,118,0,10,0,10,0,10,0,10,0,10,15,24,41,32,0,10,0,10,15,24,17,27,0,10,117,109,54,42,46,42,130,70
1500000US271630702042,Block Group 2; Census Tract 702.04; Washington County; Minnesota,971,187,33,38,0,10,0,10,0,10,10,16,31,37,0,10,80,87,16,25,14,22,62,51,131,70,83,53,118,92,103,69,290,134
1500000US271630702043,Block Group 3; Census Tract 702.04; Washington County; Minnesota,407,104,0,10,17,26,0,10,0,10,0,10,0,10,19,31,16,27,0,10,0,10,31,36,115,79,37,42,55,64,61,49,56,42
1500000US271630702044,Block Group 4; Census Tract 702.04; Washington County; Minnesota,185,78,0,10,0,10,0,10,0,10,0,10,0,10,16,25,0,10,0,10,16,25,0,10,74,76,0,10,32,37,0,10,47,36
1500000US271630702045,Block Group 5; Census Tract 702.04; Washington County; Minnesota,703,173,30,34,0,10,0,10,60,95,0,10,0,10,0,10,35,51,0,10,21,33,54,50,71,58,62,52,17,27,242,151,111,57
1500000US271630702051,Block Group 1; Census Tract 702.05; Washington County; Minnesota,407,91,0,10,0,10,0,10,0,10,0,10,8,12,0,10,0,10,0,10,37,27,33,29,106,69,35,30,12,15,81,35,95,44
1500000US271630702052,Block Group 2; Census Tract 702.05; Washington County; Minnesota,534,146,17,18,10,15,0,10,0,10,87,124,0,10,9,14,6,10,11,17,81,69,34,23,31,25,41,25,22,21,73,44,112,79
1500000US271630702053,Block Group 3; Census Tract 702.05; Washington County; Minnesota,514,120,0,10,0,10,0,10,0,10,6,10,15,18,9,14,18,21,7,11,15,16,91,104,84,49,72,49,122,55,33,24,42,30
1500000US271630702061,Block Group 1; Census Tract 702.06; Washington County; Minnesota,367,68,0,10,4,6,4,6,0,10,4,6,0,10,10,7,0,10,5,7,18,16,24,17,47,22,35,24,66,39,53,23,97,39
1500000US271630702062,Block Group 2; Census Tract 702.06; Washington County; Minnesota,325,58,19,23,0,10,0,10,10,10,0,10,0,10,6,10,13,18,15,12,6,8,14,14,37,21,30,27,22,15,49,28,104,31
1500000US271630702063,Block Group 3; Census Tract 702.06; Washington County; Minnesota,327,80,0,10,0,10,5,8,0,10,4,6,0,10,9,9,0,10,15,12,12,12,5,7,87,79,8,10,33,23,43,21,106,52
1500000US271630702064,Block Group 4; Census Tract 702.06; Washington County; Minnesota,321,54,2,3,6,5,3,4,2,4,6,6,2,3,2,3,2,3,1,2,21,15,34,15,60,29,18,10,49,39,41,21,72,26
1500000US271630702071,Block Group 1; Census Tract 702.07; Washington County; Minnesota,737,158,0,10,0,10,46,68,0,10,0,10,0,10,0,10,0,10,0,10,83,110,0,10,46,64,66,54,87,65,124,84,285,142
1500000US271630702072,Block Group 2; Census Tract 702.07; Washington County; Minnesota,790,205,0,10,0,10,0,10,0,10,18,30,17,27,46,69,0,10,0,10,0,10,51,41,101,109,210,108,42,55,146,154,159,94
1500000US271630702073,Block Group 3; Census Tract 702.07; Washington County; Minnesota,814,237,45,56,0,10,0,10,0,10,0,10,38,45,20,31,0,10,26,40,150,165,107,70,72,62,169,108,0,10,142,108,45,41
1500000US271630702081,Block Group 1; Census Tract 702.08; Washington County; Minnesota,279,74,21,23,0,10,9,14,0,10,0,10,5,9,8,14,0,10,0,10,0,10,36,35,54,55,20,23,29,32,29,29,68,50
1500000US271630702082,Block Group 2; Census Tract 702.08; Washington County; Minnesota,414,99,12,19,0,10,0,10,0,10,8,14,8,14,0,10,0,10,0,10,15,18,8,14,56,38,39,41,52,52,55,32,161,80
1500000US271630702083,Block Group 3; Census Tract 702.08; Washington County; Minnesota,752,186,12,20,0,10,0,10,16,26,7,12,18,30,0,10,162,121,48,54,28,32,55,42,90,91,107,76,18,22,32,53,159,111
1500000US271630703011,Block Group 1; Census Tract 703.01; Washington County; Minnesota,339,63,8,9,0,10,0,10,0,10,2,4,0,10,0,10,0,10,4,5,25,18,25,18,34,24,26,14,37,32,25,15,153,58
1500000US271630703012,Block Group 2; Census Tract 703.01; Washington County; Minnesota,264,37,0,10,0,10,0,10,0,10,3,5,4,5,5,6,0,10,5,8,0,10,8,8,16,10,12,10,8,7,43,24,160,34
1500000US271630703031,Block Group 1; Census Tract 703.03; Washington County; Minnesota,339,57,7,7,2,3,2,7,8,6,0,10,3,5,2,3,2,3,2,3,12,9,18,17,32,19,32,14,40,16,78,44,99,29
1500000US271630703032,Block Group 2; Census Tract 703.03; Washington County; Minnesota,529,106,0,10,15,17,0,10,15,12,34,37,27,25,0,10,0,10,0,10,68,46,13,12,36,26,113,81,39,33,62,33,107,52
1500000US271630703033,Block Group 3; Census Tract 703.03; Washington County; Minnesota,337,93,2,3,4,6,0,10,1,2,0,10,0,10,1,3,2,4,2,3,2,3,52,54,67,71,28,18,29,19,74,32,73,27
1500000US271630703034,Block Group 4; Census Tract 703.03; Washington County; Minnesota,653,94,9,14,0,10,0,10,0,10,0,10,17,18,22,24,14,16,0,10,17,18,124,68,91,43,56,40,37,28,90,38,176,55
1500000US271630703041,Block Group 1; Census Tract 703.04; Washington County; Minnesota,431,121,12,20,13,21,0,10,0,10,0,10,0,10,0,10,0,10,15,24,16,19,25,32,0,10,50,41,44,45,26,32,230,95
1500000US271630703042,Block Group 2; Census Tract 703.04; Washington County; Minnesota,319,94,0,10,0,10,0,10,0,10,0,10,7,12,13,20,27,41,0,10,16,24,14,23,27,32,53,35,36,36,79,80,47,36
1500000US271630703043,Block Group 3; Census Tract 703.04; Washington County; Minnesota,435,124,11,18,58,70,14,23,0,10,21,33,0,10,0,10,41,41,0,10,16,27,39,45,26,29,26,27,15,20,26,41,142,71
1500000US271630703044,Block Group 4; Census Tract 703.04; Washington County; Minnesota,603,144,12,15,51,70,24,29,60,68,11,19,37,60,0,10,11,13,1,3,12,15,37,25,102,61,35,31,32,27,71,61,107,47
1500000US271630704031,Block Group 1; Census Tract 704.03; Washington County; Minnesota,310,80,7,11,0,10,26,38,0,10,9,15,0,10,0,10,0,10,0,10,0,10,46,39,71,43,17,22,27,28,42,34,65,41
1500000US271630704032,Block Group 2; Census Tract 704.03; Washington County; Minnesota,340,90,0,10,0,10,0,10,0,10,0,10,6,10,7,10,0,10,0,10,6,11,13,16,44,33,48,46,40,30,9,14,167,75
1500000US271630704033,Block Group 3; Census Tract 704.03; Washington County; Minnesota,318,104,3,10,0,10,0,10,0,10,7,11,0,10,0,10,0,10,7,12,9,13,27,31,36,31,29,24,6,11,65,36,129,103
1500000US271630704034,Block Group 4; Census Tract 704.03; Washington County; Minnesota,285,83,4,6,7,11,0,10,0,10,0,10,0,10,0,10,0,10,0,10,13,15,7,11,33,36,76,90,10,16,30,24,105,59
1500000US271630704041,Block Group 1; Census Tract 704.04; Washington County; Minnesota,355,50,9,9,13,15,0,10,0,10,0,10,4,4,7,8,4,6,5,6,13,11,16,10,41,30,20,13,20,16,81,27,122,29
1500000US271630704042,Block Group 2; Census Tract 704.04; Washington County; Minnesota,703,71,32,26,0,10,6,10,19,20,10,15,0,10,0,10,0,10,0,10,6,11,59,37,47,28,58,32,50,36,136,55,280,76
1500000US271630704043,Block Group 3; Census Tract 704.04; Washington County; Minnesota,312,59,7,9,0,10,3,4,0,10,9,13,0,10,3,5,0,10,10,15,10,9,29,20,19,12,20,14,44,28,58,21,100,36
1500000US271630704051,Block Group 1; Census Tract 704.05; Washington County; Minnesota,633,95,11,19,0,10,15,22,13,20,12,18,0,10,0,10,0,10,0,10,0,10,23,26,50,31,97,47,106,69,103,50,203,69
1500000US271630704052,Block Group 2; Census Tract 704.05; Washington County; Minnesota,755,133,22,26,11,17,13,20,10,17,0,10,72,98,0,10,0,10,0,10,24,26,15,18,23,27,66,54,30,45,97,58,372,89
1500000US271630704053,Block Group 3; Census Tract 704.05; Washington County; Minnesota,619,95,0,10,14,22,11,17,0,10,0,10,0,10,0,10,4,7,0,10,0,10,39,31,59,46,56,38,40,33,131,79,265,83
1500000US271630704061,Block Group 1; Census Tract 704.06; Washington County; Minnesota,1049,190,34,41,0,10,0,10,0,10,22,30,0,10,0,10,45,51,19,24,22,34,54,65,39,48,64,59,90,92,236,103,424,154
1500000US271630704062,Block Group 2; Census Tract 704.06; Washington County; Minnesota,849,242,60,70,21,34,23,35,0,10,0,10,0,10,19,31,0,10,0,10,45,39,67,56,9,15,36,43,124,106,34,32,411,232
1500000US271630704063,Block Group 3; Census Tract 704.06; Washington County; Minnesota,434,186,0,10,0,10,0,10,0,10,147,157,24,40,34,54,76,112,0,10,48,56,0,10,105,95,0,10,0,10,0,10,0,10
1500000US271630704064,Block Group 4; Census Tract 704.06; Washington County; Minnesota,375,127,0,10,47,69,0,10,0,10,0,10,0,10,0,10,0,10,0,10,48,55,36,42,37,44,34,32,4,13,109,76,60,43
1500000US271630705011,Block Group 1; Census Tract 705.01; Washington County; Minnesota,380,91,0,10,0,10,0,10,0,10,0,10,8,12,15,26,39,37,19,21,35,36,0,10,24,30,48,38,34,28,52,34,106,56
1500000US271630705012,Block Group 2; Census Tract 705.01; Washington County; Minnesota,417,85,0,10,0,10,0,10,0,10,9,13,0,10,0,10,10,16,0,10,65,58,31,28,16,19,30,25,77,57,68,35,111,56
1500000US271630705013,Block Group 3; Census Tract 705.01; Washington County; Minnesota,592,98,59,61,0,10,0,10,0,10,0,10,11,17,0,10,0,10,22,22,0,10,51,44,114,62,100,51,0,10,99,50,136,54
1500000US271630705021,Block Group 1; Census Tract 705.02; Washington County; Minnesota,626,205,0,10,0,10,0,10,0,10,13,20,0,10,44,54,10,16,28,32,46,47,45,45,70,45,55,49,63,70,37,29,215,209
1500000US271630705022,Block Group 2; Census Tract 705.02; Washington County; Minnesota,522,141,0,10,0,10,0,10,33,53,11,17,0,10,0,10,0,10,35,33,79,96,40,31,101,75,84,47,40,33,59,39,40,29
1500000US271630705023,Block Group 3; Census Tract 705.02; Washington County; Minnesota,634,165,43,40,15,23,33,35,31,32,15,23,0,10,0,10,0,10,18,28,17,28,15,24,103,88,111,66,60,52,22,27,151,137
1500000US271630705024,Block Group 4; Census Tract 705.02; Washington County; Minnesota,364,115,0,10,0,10,0,10,7,11,0,10,12,18,61,61,22,27,40,35,0,10,19,35,51,39,54,89,26,22,40,28,32,21
1500000US271630706021,Block Group 1; Census Tract 706.02; Washington County; Minnesota,607,156,0,10,0,10,7,12,11,17,11,18,0,10,65,85,9,14,28,40,11,18,0,10,24,25,263,156,28,28,89,52,61,35
1500000US271630706022,Block Group 2; Census Tract 706.02; Washington County; Minnesota,634,116,19,23,25,23,0,10,22,24,0,10,8,12,30,31,0,10,0,10,22,20,46,36,143,64,103,67,66,34,61,44,89,46
1500000US271630706031,Block Group 1; Census Tract 706.03; Washington County; Minnesota,504,130,35,43,26,42,13,20,15,24,36,42,0,10,0,10,0,10,17,27,65,57,84,66,55,64,63,87,33,32,46,39,16,27
1500000US271630706032,Block Group 2; Census Tract 706.03; Washington County; Minnesota,554,161,11,17,30,34,0,10,59,51,0,10,0,10,22,33,17,26,16,26,119,152,57,54,78,60,21,33,66,61,46,50,12,19
1500000US271630706041,Block Group 1; Census Tract 706.04; Washington County; Minnesota,318,94,19,29,13,22,45,57,11,18,0,10,0,10,0,10,0,10,21,24,21,34,0,10,105,75,6,9,57,40,11,18,9,14
1500000US271630706042,Block Group 2; Census Tract 706.04; Washington County; Minnesota,569,111,0,10,0,10,0,10,0,10,11,19,0,10,73,92,11,17,12,18,0,10,7,13,96,71,41,33,29,34,98,62,191,64
1500000US271630706043,Block Group 3; Census Tract 706.04; Washington County; Minnesota,704,209,0,10,39,45,13,20,37,49,0,10,82,75,19,31,0,10,0,10,0,10,128,178,72,65,68,49,13,16,91,62,142,80
1500000US271630707031,Block Group 1; Census Tract 707.03; Washington County; Minnesota,433,110,3,5,0,10,9,14,0,10,0,10,3,5,0,10,3,5,11,17,14,18,72,44,39,26,68,46,78,60,49,40,84,41
1500000US271630707032,Block Group 2; Census Tract 707.03; Washington County; Minnesota,491,185,28,32,20,21,0,10,0,10,11,18,9,14,15,17,7,12,9,13,8,13,9,15,48,35,139,170,84,90,49,40,55,42
1500000US271630707033,Block Group 3; Census Tract 707.03; Washington County; Minnesota,532,125,48,40,0,10,19,21,9,14,10,16,24,26,20,23,21,23,59,85,23,21,101,87,97,67,33,32,23,15,36,31,9,15
1500000US271630707041,Block Group 1; Census Tract 707.04; Washington County; Minnesota,745,110,10,11,6,8,6,9,0,10,6,10,7,8,20,17,12,13,13,12,26,21,41,25,70,38,36,19,119,43,235,157,138,48
1500000US271630707042,Block Group 2; Census Tract 707.04; Washington County; Minnesota,407,93,13,19,6,9,11,11,16,14,27,32,0,10,26,20,35,27,27,30,6,10,58,45,49,30,45,28,46,30,15,16,27,20
1500000US271630707051,Block Group 1; Census Tract 707.05; Washington County; Minnesota,529,104,0,10,0,10,0,10,0,10,15,23,0,10,0,10,17,26,0,10,0,10,11,18,72,57,35,34,22,25,50,38,307,85
1500000US271630707052,Block Group 2; Census Tract 707.05; Washington County; Minnesota,278,74,11,18,0,10,0,10,0,10,0,10,0,10,0,10,0,10,12,19,11,18,0,10,17,21,55,41,0,10,37,35,135,73
1500000US271630707053,Block Group 3; Census Tract 707.05; Washington County; Minnesota,491,88,12,19,0,10,0,10,0,10,38,45,0,10,0,10,0,10,41,38,8,12,12,19,0,10,57,64,65,40,40,37,218,81
1500000US271630707061,Block Group 1; Census Tract 707.06; Washington County; Minnesota,307,71,5,7,0,10,0,10,8,8,0,10,0,10,0,10,8,9,6,6,3,5,19,19,14,11,13,15,63,32,26,17,142,58
1500000US271630707062,Block Group 2; Census Tract 707.06; Washington County; Minnesota,793,195,55,37,0,10,38,35,129,177,26,24,23,22,26,23,127,63,9,14,15,16,8,12,67,61,75,40,47,46,68,46,80,68
1500000US271630707063,Block Group 3; Census Tract 707.06; Washington County; Minnesota,375,52,3,5,0,10,3,5,7,8,1,3,2,4,0,10,9,13,4,7,19,13,17,13,14,12,25,15,29,15,48,25,194,35
1500000US271630708011,Block Group 1; Census Tract 708.01; Washington County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US271630708021,Block Group 1; Census Tract 708.02; Washington County; Minnesota,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US271630709061,Block Group 1; Census Tract 709.06; Washington County; Minnesota,645,116,36,33,16,18,21,23,22,24,41,38,37,42,4,8,14,16,79,69,19,22,44,33,54,35,119,83,49,38,39,39,51,31
